211044946;1;1.32;0;
211044946;2;1.22;0;
211044946;3;1.22;0;
211044946;4;1.19;0;
211044946;5;1.19;0;
211044946;6;1.1;0;
211044946;7;1.15;0;
216124352;1;1.32;0;
216124352;2;1.22;0;
216124352;3;1.22;0;
216124352;4;1.19;0;
216124352;5;1.19;0;
216124352;6;1.1;0;
216124352;7;1.15;0;
216046351;1;1.32;0;
216046351;2;1.22;0;
216046351;3;1.22;0;
216046351;4;1.19;0;
216046351;5;1.19;0;
216046351;6;1.1;0;
216046351;7;1.15;0;
216177758;1;1.32;0;
216177758;2;1.22;0;
216177758;3;1.22;0;
216177758;4;1.19;0;
216177758;5;1.19;0;
216177758;6;1.1;0;
216177758;7;1.15;0;
212093541;1;1.32;0;
212093541;2;1.22;0;
212093541;3;1.22;0;
212093541;4;1.19;0;
212093541;5;1.19;0;
212093541;6;1.1;0;
212093541;7;1.15;0;
216020492;1;1.32;0;
216020492;2;1.22;0;
216020492;3;1.22;0;
216020492;4;1.19;0;
216020492;5;1.19;0;
216020492;6;1.1;0;
216020492;7;1.15;0;
216238684;1;1.32;0;
216238684;2;1.22;0;
216238684;3;1.22;0;
216238684;4;1.19;0;
216238684;5;1.19;0;
216238684;6;1.1;0;
216238684;7;1.15;0;
214219313;1;1.32;0;
214219313;2;1.22;0;
214219313;3;1.22;0;
214219313;4;1.19;0;
214219313;5;1.19;0;
214219313;6;1.1;0;
214219313;7;1.15;0;
213280760;1;1.32;0;
213280760;2;1.22;0;
213280760;3;1.22;0;
213280760;4;1.19;0;
213280760;5;1.19;0;
213280760;6;1.1;0;
213280760;7;1.15;0;
214275124;1;1.32;0;
214275124;2;1.22;0;
214275124;3;1.22;0;
214275124;4;1.19;0;
214275124;5;1.19;0;
214275124;6;1.1;0;
214275124;7;1.15;0;
216015774;1;1.32;0;
216015774;2;1.22;0;
216015774;3;1.22;0;
216015774;4;1.19;0;
216015774;5;1.19;0;
216015774;6;1.1;0;
216015774;7;1.15;0;
216074630;1;1.32;0;
216074630;2;1.22;0;
216074630;3;1.22;0;
216074630;4;1.19;0;
216074630;5;1.19;0;
216074630;6;1.1;0;
216074630;7;1.15;0;
212133640;1;1.32;0;
212133640;2;1.22;0;
212133640;3;1.22;0;
212133640;4;1.19;0;
212133640;5;1.19;0;
212133640;6;1.1;0;
212133640;7;1.15;0;
215166280;1;1.32;0;
215166280;2;1.22;0;
215166280;3;1.22;0;
215166280;4;1.19;0;
215166280;5;1.19;0;
215166280;6;1.1;0;
215166280;7;1.15;0;
216133432;1;1.32;0;
216133432;2;1.22;0;
216133432;3;1.22;0;
216133432;4;1.19;0;
216133432;5;1.19;0;
216133432;6;1.1;0;
216133432;7;1.15;0;
216012759;1;1.32;0;
216012759;2;1.13;0;
216012759;3;1.22;0;
216012759;4;1.19;0;
216012759;5;1.19;0;
216012759;6;1.1;0;
216012759;7;1.32;0;
209104996;1;1.32;0;
209104996;2;1.13;0;
209104996;3;1.22;0;
209104996;4;1.19;0;
209104996;5;1.19;0;
209104996;6;1.1;0;
209104996;7;1.32;0;
213313952;1;1.32;0;
213313952;2;1.13;0;
213313952;3;1.22;0;
213313952;4;1.19;0;
213313952;5;1.19;0;
213313952;6;1.1;0;
213313952;7;1.32;0;
215096835;1;1.32;0;
215096835;2;1.13;0;
215096835;3;1.22;0;
215096835;4;1.19;0;
215096835;5;1.19;0;
215096835;6;1.1;0;
215096835;7;1.32;0;
214123030;1;1.32;0;
214123030;2;1.13;0;
214123030;3;1.22;0;
214123030;4;1.19;0;
214123030;5;1.19;0;
214123030;6;1.3;0;
214123030;7;1.32;0;
216125391;1;1.32;0;
216125391;2;1.13;0;
216125391;3;1.22;0;
216125391;4;1.19;0;
216125391;5;1.19;0;
216125391;6;1.3;0;
216125391;7;1.32;0;
216286166;1;1.32;0;
216286166;2;1.13;0;
216286166;3;1.22;0;
216286166;4;1.19;0;
216286166;5;1.19;0;
216286166;6;1.3;0;
216286166;7;1.32;0;
216219698;1;1.32;0;
216219698;2;1.13;0;
216219698;3;1.22;0;
216219698;4;1.19;0;
216219698;5;1.19;0;
216219698;6;1.3;0;
216219698;7;1.32;0;
214218244;1;1.32;0;
214218244;2;1.13;0;
214218244;3;1.22;0;
214218244;4;1.19;0;
214218244;5;1.19;0;
214218244;6;1.3;0;
214218244;7;1.32;0;
216060249;1;1.32;0;
216060249;2;1.13;0;
216060249;3;1.22;0;
216060249;4;1.19;0;
216060249;5;1.19;0;
216060249;6;1.3;0;
216060249;7;1.32;0;
